t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
9.6091735363007,"[-33.49090576171875, -39.32265853881836, -5.5257134437561035]","[-33.49090576171875, -39.32265853881836, -5.5257134437561035]","[-4.6457929611206055, -5.85744047164917, -2.2940547466278076]","[-4.6457929611206055, -5.85744047164917, -2.2940547466278076]","[-0.0636301189661026, -0.01134689524769783, -0.9972623586654663, -0.03592143952846527]","[[-0.9893219280855428, -0.07020219043261855, 0.12772703866755142], [0.07309020761064622, -0.9971620081012991, 0.018060292095238406], [0.1260966514216474, 0.02720303397775803, 0.9916449118571948]]","[-0.08987782895565033, 0.744051992893219, 0.14161109924316406]",[0.0],"[-0.0636301189661026, -0.01134689524769783, -0.9972623586654663, -0.03592143952846527]",[0.44],"[-0.3859996795654297, -0.04124641418457031, -15.103035507202149]","[657.5927734375, 669.857421875, 658.612060546875, 668.9058837890625]"
9.6406953334808,"[-33.63029098510742, -39.4984016418457, -5.596285343170166]","[-33.63029098510742, -39.4984016418457, -5.596285343170166]","[-4.645069122314453, -5.8580217361450195, -2.4124135971069336]","[-4.645069122314453, -5.8580217361450195, -2.4124135971069336]","[-0.05357210710644722, -0.010321331210434437, -0.9979395866394043, -0.03376566246151924]","[[-0.9919798969199611, -0.06628631155673531, 0.1076204660140298], [0.06849805340108134, -0.9975067784836995, 0.016982334631601342], [0.10622643967080952, 0.024217925375235955, 0.9940469989244397]]","[-0.07521168887615204, 0.6064109802246094, 0.1417420357465744]",[0.0],"[-0.05357210710644722, -0.010321331210434437, -0.9979395866394043, -0.03376566246151924]",[0.44],"[0.03619194030761719, -0.02906322479248047, -15.7279425239563]","[660.6249389648438, 669.857421875, 662.208740234375, 668.4029541015625]"
9.6721897125244,"[-33.783451080322266, -39.69171905517578, -5.6781697273254395]","[-33.783451080322266, -39.69171905517578, -5.6781697273254395]","[-4.635700225830078, -5.858327388763428, -2.5515286922454834]","[-4.635700225830078, -5.858327388763428, -2.5515286922454834]","[-0.04457657411694527, -0.009457954205572605, -0.9984678030014038, -0.03139283135533333]","[[-0.9940548130564097, -0.06184625631342774, 0.08961037197043517], [0.06353266909998526, -0.9978500491809073, 0.016088155765748374], [0.08842272412506716, 0.021685695260355492, 0.9958469522844835]]","[-0.05439925193786621, 0.48692047595977783, 0.14180347323417664]",[0.0],"[-0.04457657411694527, -0.009457954205572605, -0.9984678030014038, -0.03139283135533333]",[0.44],"[0.46844482421875, -0.015282630920410156, -16.765754756927493]","[661.8964233398438, 669.857421875, 662.8221435546875, 669.0758666992188]"
9.7021546363831,"[-33.92231369018555, -39.867462158203125, -5.756687164306641]","[-33.92231369018555, -39.867462158203125, -5.756687164306641]","[-4.620575428009033, -5.858357906341553, -2.6835148334503174]","[-4.620575428009033, -5.858357906341553, -2.6835148334503174]","[-0.03797914460301399, -0.008834120817482471, -0.9988116025924683, -0.029238535091280937]","[[-0.9954053183279052, -0.05773655148002154, 0.07638461407510015], [0.05907860088789219, -0.9981340657962228, 0.015426335637986191], [0.07535142706900984, 0.01986815384683442, 0.996959085769211]]","[-0.043272461742162704, 0.3974026143550873, 0.1418156921863556]",[0.0],"[-0.03797914460301399, -0.008834120817482471, -0.9988116025924683, -0.029238535091280937]",[0.44],"[0.7562398910522461, -0.00152587890625, -16.4093070602417]","[663.6802368164062, 669.857421875, 664.5918579101562, 669.0999145507812]"
9.7341623306274,"[-34.07443618774414, -40.0607795715332, -5.847691059112549]","[-34.07443618774414, -40.0607795715332, -5.847691059112549]","[-4.597894668579102, -5.858137130737305, -2.8322126865386963]","[-4.597894668579102, -5.858137130737305, -2.8322126865386963]","[-0.032100480049848557, -0.008308539167046547, -0.9990888237953186, -0.026871992275118828]","[[-0.9964950193116071, -0.05316159811882039, 0.06458899571316537], [0.05422843050192104, -0.9984178373042878, 0.014876729543869469], [0.06369592771190777, 0.018327144951578014, 0.9978010547149578]]","[-0.03193173557519913, 0.3188183307647705, 0.14180150628089905]",[0.0],"[-0.032100480049848557, -0.008308539167046547, -0.9990888237953186, -0.026871992275118828]",[0.44],"[1.134037971496582, 0.011038780212402344, -17.244892654418948]","[664.9990234375, 669.857421875, 665.5565185546875, 669.4491577148438]"
9.7645511627197,"[-34.211997985839844, -40.23652267456055, -5.934709548950195]","[-34.211997985839844, -40.23652267456055, -5.934709548950195]","[-4.572729110717773, -5.85774040222168, -2.969015121459961]","[-4.572729110717773, -5.85774040222168, -2.969015121459961]","[-0.027780722826719284, -0.007932367734611034, -0.9992768168449402, -0.02472439967095852]","[[-0.9972341582832664, -0.04897230498440535, 0.055913510612286305], [0.04985377262198471, -0.9986518504890622, 0.014479538971139391], [0.055129018491456155, 0.017226985748403104, 0.9983306179626958]]","[-0.024618782103061676, 0.26058900356292725, 0.14177578687667847]",[0.0],"[-0.027780722826719284, -0.007932367734611034, -0.9992768168449402, -0.02472439967095852]",[0.44],"[1.2582778930664062, 0.01983642578125, -16.650121746063235]","[665.6854248046875, 669.857421875, 666.2466430664062, 669.4395751953125]"
9.7956349849701,"[-34.34876251220703, -40.412254333496094, -6.025839805603027]","[-34.34876251220703, -40.412254333496094, -6.025839805603027]","[-4.544010162353516, -5.857177734375, -3.1061806678771973]","[-4.544010162353516, -5.857177734375, -3.1061806678771973]","[-0.024249574169516563, -0.007640971802175045, -0.9994216561317444, -0.022580081596970558]","[[-0.9978040623904008, -0.044763464465580424, 0.04881616668752216], [0.04550462571535653, -0.9988633771850433, 0.014177990659092539], [0.0481260316204291, 0.016368220112850433, 0.998707147405031]]","[-0.01856117695569992, 0.21329134702682495, 0.14174409210681915]",[0.0],"[-0.024249574169516563, -0.007640971802175045, -0.9994216561317444, -0.022580081596970558]",[0.44],"[1.4359474182128906, 0.028133392333984375, -16.66827732086182]","[666.5712890625, 669.857421875, 666.96875, 669.591552734375]"
9.8262033462524,"[-34.484619140625, -40.58795928955078, -6.1210784912109375]","[-34.484619140625, -40.58795928955078, -6.1210784912109375]","[-4.512372970581055, -5.856470584869385, -3.2428219318389893]","[-4.512372970581055, -5.856470584869385, -3.2428219318389893]","[-0.021363331004977226, -0.007411615457385778, -0.999535322189331, -0.02043898031115532]","[[-0.9982515846956359, -0.04054229195246858, 0.043009779603009196], [0.041175639129659526, -0.9990545044315162, 0.013943053484700194], [0.042403836153379754, 0.015689632291865888, 0.9989773520893672]]","[-0.013972556218504906, 0.17451871931552887, 0.1417105495929718]",[0.0],"[-0.021363331004977226, -0.007411615457385778, -0.999535322189331, -0.02043898031115532]",[0.44],"[1.5818595886230469, 0.03535747528076172, -16.642063198089602]","[667.2117919921875, 669.857421875, 667.5568237304688, 669.6314697265625]"
9.8582053184509,"[-34.63291931152344, -40.781211853027344, -6.230554580688477]","[-34.63291931152344, -40.781211853027344, -6.230554580688477]","[-4.4748311042785645, -5.855543613433838, -3.3916852474212646]","[-4.4748311042785645, -5.855543613433838, -3.3916852474212646]","[-0.01879275217652321, -0.007219336461275816, -0.9996337294578552, -0.018087001517415047]","[[-0.9986394237775231, -0.03588941116113559, 0.037832890189049895], [0.03643209596511837, -0.9992415212083774, 0.013753575387726077], [0.03731058559093059, 0.015113193536258798, 0.9991894272933813]]","[-0.009978067129850388, 0.14009331166744232, 0.14167408645153046]",[0.0],"[-0.01879275217652321, -0.007219336461275816, -0.9996337294578552, -0.018087001517415047]",[0.44],"[1.8770933151245117, 0.04634857177734375, -17.253165779113772]","[667.7640380859375, 669.857421875, 668.0199584960938, 669.7078857421875]"
9.8882069587708,"[-34.76662826538086, -40.956871032714844, -6.334312915802002]","[-34.76662826538086, -40.956871032714844, -6.334312915802002]","[-4.438687324523926, -5.854580402374268, -3.525096893310547]","[-4.438687324523926, -5.854580402374268, -3.525096893310547]","[-0.016901446506381035, -0.007085865363478661, -0.9997048377990723, -0.015951452776789665]","[[-0.9989199444136374, -0.03165396627297564, 0.03401897536991914], [0.03213301177054465, -0.999390843225755, 0.01362834251611305], [0.03356685598300626, 0.014706753019336945, 0.9993282632360851]]","[-0.007185220252722502, 0.11476729810237885, 0.14164267480373383]",[0.0],"[-0.016901446506381035, -0.007085865363478661, -0.9997048377990723, -0.015951452776789665]",[0.44],"[1.8071889877319336, 0.048160552978515625, -16.480582294464114]","[668.1087646484375, 669.857421875, 668.33056640625, 669.732177734375]"
9.9191958904266,"[-34.899234771728516, -41.13249969482422, -6.442041873931885]","[-34.899234771728516, -41.13249969482422, -6.442041873931885]","[-4.400998592376709, -5.853512763977051, -3.656221866607666]","[-4.400998592376709, -5.853512763977051, -3.656221866607666]","[-0.015354280360043049, -0.0069844042882323265, -0.999762237071991, -0.013818030245602131]","[[-0.9991466251569068, -0.027415008657364424, 0.030894280782178964], [0.027843970663722052, -0.9995205692011333, 0.013541155490807656], [0.03050823794336973, 0.014389819132465774, 0.9994309283427274]]","[-0.0050032781437039375, 0.09409337490797043, 0.14161352813243866]",[0.0],"[-0.015354280360043049, -0.0069844042882323265, -0.999762237071991, -0.013818030245602131]",[0.44],"[1.8844366073608398, 0.053381919860839844, -16.36624866485596]","[668.4686279296875, 669.857421875, 668.6390380859375, 669.772216796875]"
9.9502036571503,"[-35.043766021728516, -41.32564926147461, -6.565038204193115]","[-35.043766021728516, -41.32564926147461, -6.565038204193115]","[-4.358107089996338, -5.852227687835693, -3.797391414642334]","[-4.358107089996338, -5.852227687835693, -3.797391414642334]","[-0.013974922709167004, -0.006901269778609276, -0.999812662601471, -0.01147338654845953]","[[-0.9993459756455998, -0.022749584884640097, 0.02810297123869442], [0.023135363731644796, -0.99964131752594, 0.013479274444910571], [0.027786247495313676, 0.014120633205819045, 0.9995141480214313]]","[-0.0031472963746637106, 0.0756908431649208, 0.1415843814611435]",[0.0],"[-0.013974922709167004, -0.006901269778609276, -0.999812662601471, -0.01147338654845953]",[0.44],"[2.1445751190185547, 0.0642538070678711, -16.8684774017334]","[668.7473754882812, 669.857421875, 668.8857421875, 669.7940673828125]"
9.9811944961548,"[-35.17391586303711, -41.50120162963867, -6.680849075317383]","[-35.17391586303711, -41.50120162963867, -6.680849075317383]","[-4.318074703216553, -5.850965976715088, -3.9226341247558594]","[-4.318074703216553, -5.850965976715088, -3.9226341247558594]","[-0.012958797626197338, -0.006846403703093529, -0.9998489618301392, -0.009343533776700497]","[[-0.9994896394329456, -0.018506802772806388, 0.026041619914738124], [0.018861687413028936, -0.9997317538174477, 0.013448577342964568], [0.025785741497742997, 0.013932901196267772, 0.999570392640835]]","[-0.0018562136683613062, 0.062170542776584625, 0.14156056940555573]",[0.0],"[-0.012958797626197338, -0.006846403703093529, -0.9998489618301392, -0.009343533776700497]",[0.44],"[2.001619338989258, 0.06308555603027344, -16.072135505676272]","[668.917236328125, 669.857421875, 669.0328979492188, 669.81005859375]"
